Last Name,First Name,Age,Height,Weight,Team,Abbr,GP,G,A,P,TOI,Hits,PIM,+/-
Byron,Paul,31,"5'9""",163,Montreal Canadiens,MTL,44,4,10,14,12:45,110,12,3
Comeau,Blake,34,"6'1""",201,Dallas Stars,DAL,48,4,10,14,15:44,102,37,-11
Jost,Tyson,22,"5'11""",192,Colorado Avalanche,COL,49,4,10,14,13:51,42,24,9
McGinn,Brock,26,"6'0""",185,Carolina Hurricanes,CAR,37,8,5,13,14:59,44,6,0
Dzingel,Ryan,28,"6'0""",190,Ottawa Senators,OTT,27,6,3,9,12:38,33,19,-3
Chiasson,Alex,30,"6'4""",207,Edmonton Oilers,EDM,40,8,5,13,12:24,33,24,-5
Lindblom,Oskar,24,"6'1""",192,Philadelphia Flyers,PHI,47,8,5,13,13:14,40,9,-7
Mcleod,Michael,22,"6'2""",187,New Jersey Devils,NJD,49,8,5,13,13:44,84,36,-11
Kahun,Dominik,25,"5'11""",174,Edmonton Oilers,EDM,43,7,6,13,12:40,11,2,-3
Archibald,Josh,28,"5'10""",176,Edmonton Oilers,EDM,47,7,6,13,13:26,172,33,5
Gagner,Sam,31,"5'11""",201,Detroit Red Wings,DET,40,6,7,13,15:21,5,15,-1
Compher,J.T.,25,"6'0""",194,Colorado Avalanche,COL,43,6,7,13,14:08,30,19,4
Skinner,Jeff,28,"5'11""",187,Buffalo Sabres,BUF,51,6,7,13,14:35,19,14,-10
Faksa,Radek,26,"6'3""",220,Dallas Stars,DAL,52,6,7,13,17:28,92,24,-14
Roy,Nicolas,23,"6'4""",216,Vegas Golden Knights,VGK,46,5,8,13,12:51,44,14,6
Cozens,Dylan,19,"6'3""",187,Buffalo Sabres,BUF,39,4,9,13,14:25,29,16,-13
Martinook,Jordan,28,"6'0""",205,Carolina Hurricanes,CAR,43,4,9,13,12:39,83,23,-1
Crouse,Lawson,23,"6'4""",220,Arizona Coyotes,ARI,51,4,9,13,14:17,155,46,-10
Leonard,John,22,"5'11""",185,San Jose Sharks,SJS,43,3,10,13,11:23,25,2,-7
Okposo,Kyle,32,"6'0""",218,Buffalo Sabres,BUF,35,2,11,13,13:52,29,0,-1
Bunting,Michael,25,"5'11""",196,Arizona Coyotes,ARI,19,9,3,12,16:48,28,12,-1
Colton,Ross,24,"6'0""",203,Tampa Bay Lightning,TBL,27,9,3,12,10:22,31,4,6
Grimaldi,Rocco,27,"5'6""",161,Nashville Predators,NSH,39,9,3,12,12:45,20,4,-4
Sutter,Brandon,31,"6'3""",190,Vancouver Canucks,VAN,43,9,3,12,15:04,18,2,-9
Volkov,Alexander,23,"6'1""",185,Anaheim Ducks,ANA,16,4,3,7,13:52,16,2,-1
Thompson,Tage,23,"6'6""",216,Buffalo Sabres,BUF,36,7,5,12,13:48,24,17,-5
Steel,Sam,22,"5'11""",185,Anaheim Ducks,ANA,40,6,6,12,14:38,39,8,-6
Lazar,Curtis,25,"6'0""",209,Boston Bruins,BOS,13,1,2,3,12:52,29,6,0
Carrier,William,26,"6'2""",212,Vegas Golden Knights,VGK,48,5,7,12,10:20,115,14,-3
Staal,Eric,36,"6'4""",207,Montreal Canadiens,MTL,18,2,0,2,13:07,8,2,-11
Radulov,Alexander,34,"6'1""",205,Dallas Stars,DAL,11,4,8,12,17:47,4,6,9
Grigorenko,Mikhail,26,"6'3""",209,Columbus Blue Jackets,CBJ,30,4,8,12,13:37,14,6,-1
Sheahan,Riley,29,"6'3""",214,Buffalo Sabres,BUF,51,4,8,12,13:17,17,8,-10
Thomas,Robert,21,"6'0""",187,St. Louis Blues,STL,28,3,9,12,13:33,3,8,1
Aube-Kubel,Nicolas,24,"5'11""",205,Philadelphia Flyers,PHI,47,3,9,12,11:02,116,42,-3
Asplund,Rasmus,23,"5'11""",183,Buffalo Sabres,BUF,26,7,4,11,12:42,13,0,2
Anderson-Dolan,Jaret,21,"5'11""",192,Los Angeles Kings,LAK,29,7,4,11,13:39,47,6,-7
Jones,Max,22,"6'3""",220,Anaheim Ducks,ANA,44,7,4,11,14:10,100,34,-9
Pitlick,Tyler,29,"6'2""",201,Arizona Coyotes,ARI,38,6,5,11,16:21,81,16,-1
Martin,Matthew,31,"6'3""",220,New York Islanders,NYI,52,6,5,11,11:00,169,36,-2
Filppula,Valtteri,36,"6'0""",196,Detroit Red Wings,DET,36,5,6,11,15:26,9,12,-4
Gaudette,Adam,24,"6'1""",183,Chicago Blackhawks,CHI,5,1,3,4,11:52,4,0,-1
Bjork,Anders,24,"6'0""",185,Buffalo Sabres,BUF,13,3,3,6,16:36,10,4,-1
Gambrell,Dylan,24,"6'0""",194,San Jose Sharks,SJS,46,5,6,11,15:53,72,13,-15
Cogliano,Andrew,33,"5'10""",176,Dallas Stars,DAL,51,5,6,11,13:53,78,24,-7
Galchenyuk,Alex,26,"6'1""",207,Toronto Maple Leafs,TOR,22,3,7,10,13:54,26,12,-2
Duchene,Matt,29,"5'11""",194,Nashville Predators,NSH,32,4,7,11,15:55,29,6,-13
DeBrusk,Jake,24,"6'0""",187,Boston Bruins,BOS,37,4,7,11,14:50,31,6,1
Acciari,Noel,29,"5'10""",207,Florida Panthers,FLA,40,4,7,11,15:24,86,4,1
Jankowski,Mark,26,"6'4""",212,Pittsburgh Penguins,PIT,45,4,7,11,10:42,35,6,4
Panik,Richard,29,"6'2""",203,Detroit Red Wings,DET,10,1,1,2,14:21,17,2,-1
Clutterbuck,Cal,33,"6'0""",209,New York Islanders,NYI,48,4,7,11,13:28,182,10,-5
Khaira,Jujhar,26,"6'4""",212,Edmonton Oilers,EDM,35,3,8,11,11:45,132,42,2
Zegras,Trevor,19,"6'0""",170,Anaheim Ducks,ANA,22,2,9,11,15:17,6,12,5
Kämpf,David,25,"6'2""",187,Chicago Blackhawks,CHI,53,1,10,11,14:31,39,20,-4
Grundström,Carl,23,"6'0""",187,Los Angeles Kings,LAK,42,6,4,10,12:26,99,14,-5
Stenlund,Kevin,24,"6'4""",209,Columbus Blue Jackets,CBJ,31,5,5,10,12:24,17,6,-4
Trenin,Yakov,23,"6'3""",216,Nashville Predators,NSH,43,5,5,10,11:22,89,18,3
Sceviour,Colton,31,"6'0""",192,Pittsburgh Penguins,PIT,44,5,5,10,9:32,61,2,1
Deslauriers,Nick,29,"6'3""",218,Anaheim Ducks,ANA,48,5,5,10,11:21,136,53,-6
Glass,Cody,21,"6'2""",176,Vegas Golden Knights,VGK,27,4,6,10,14:32,10,8,6
Gusev,Nikita,28,"5'11""",181,Florida Panthers,FLA,10,2,3,5,16:08,2,2,0
Barbashev,Ivan,25,"6'0""",187,St. Louis Blues,STL,33,4,6,10,13:14,39,4,2
Johnson,Andreas,26,"5'10""",181,New Jersey Devils,NJD,48,4,6,10,13:58,36,12,-1
Hinostroza,Vince,26,"5'9""",172,Chicago Blackhawks,CHI,14,3,7,10,13:16,27,6,0
Watson,Austin,28,"6'4""",205,Ottawa Senators,OTT,34,3,7,10,12:00,100,40,-7
Bastian,Nathan,23,"6'4""",205,New Jersey Devils,NJD,38,3,7,10,12:28,125,21,1
Rasmussen,Michael,21,"6'6""",220,Detroit Red Wings,DET,38,3,7,10,14:43,68,24,-6
Raffl,Michael,32,"6'0""",201,Washington Capitals,WSH,7,0,2,2,15:08,14,7,0
Lizotte,Blake,23,"5'7""",172,Los Angeles Kings,LAK,41,3,7,10,12:42,32,16,2
Lemieux,Brendan,24,"6'1""",209,Los Angeles Kings,LAK,13,1,2,3,9:27,27,7,0
Dach,Kirby,19,"6'4""",196,Chicago Blackhawks,CHI,18,2,8,10,18:34,7,4,-3
Merkley,Nicholas,23,"5'11""",192,New Jersey Devils,NJD,27,2,8,10,11:30,28,7,-5
Kolesar,Keegan,23,"6'2""",223,Vegas Golden Knights,VGK,40,2,8,10,9:20,95,30,-7
Evans,Jake,24,"6'1""",185,Montreal Canadiens,MTL,43,2,8,10,11:34,76,27,2
Simmonds,Wayne,32,"6'2""",185,Toronto Maple Leafs,TOR,34,7,2,9,12:03,56,45,-1
Hischier,Nico,21,"6'1""",174,New Jersey Devils,NJD,18,6,3,9,18:30,9,4,-9
Motte,Tyler,25,"5'10""",192,Vancouver Canucks,VAN,24,6,3,9,16:01,100,14,0
Maltsev,Mikhail,22,"6'3""",198,New Jersey Devils,NJD,33,6,3,9,11:26,26,4,-4
Lundeström,Isac,21,"6'0""",187,Anaheim Ducks,ANA,39,6,3,9,15:08,15,14,-9
Shore,Devin,26,"6'1""",205,Edmonton Oilers,EDM,35,5,4,9,10:45,64,6,-3
Lehkonen,Artturi,25,"6'0""",176,Montreal Canadiens,MTL,43,5,4,9,13:15,75,6,-4
Lewis,Trevor,33,"6'1""",205,Winnipeg Jets,WPG,52,5,4,9,9:41,63,0,7
Sundqvist,Oscar,26,"6'3""",209,St. Louis Blues,STL,28,4,5,9,15:09,50,14,-6
Engvall,Pierre,24,"6'5""",214,Toronto Maple Leafs,TOR,38,4,5,9,11:55,37,12,3
Kuraly,Sean,27,"6'2""",214,Boston Bruins,BOS,44,4,5,9,14:02,91,20,-9
Patrick,Nolan,22,"6'2""",198,Philadelphia Flyers,PHI,49,4,5,9,13:20,43,20,-25
Marleau,Patrick,41,"6'2""",218,San Jose Sharks,SJS,53,4,5,9,13:16,37,10,-8
Ennis,Tyler,31,"5'9""",161,Edmonton Oilers,EDM,30,3,6,9,12:07,43,6,0
Kero,Tanner,28,"6'0""",185,Dallas Stars,DAL,36,3,6,9,10:33,25,4,-2
Fischer,Christian,23,"6'2""",214,Arizona Coyotes,ARI,50,3,6,9,12:41,146,4,-11
Marchment,Mason,25,"6'4""",205,Florida Panthers,FLA,31,2,7,9,14:15,66,16,3
Ryan,Derek,34,"5'10""",185,Calgary Flames,CGY,38,2,7,9,11:31,13,14,4
Bellemare,Pierre-Edouard,35,"6'0""",198,Colorado Avalanche,COL,48,7,1,8,11:22,23,21,5
Kiviranta,Joel,24,"5'11""",181,Dallas Stars,DAL,23,4,4,8,12:07,28,6,1
Wagner,Austin,23,"6'1""",179,Los Angeles Kings,LAK,40,4,4,8,10:21,91,13,-11
Paquette,Cedric,27,"6'1""",198,Carolina Hurricanes,CAR,38,3,4,7,9:08,109,17,-4
Hunt,Dryden,25,"6'0""",196,Arizona Coyotes,ARI,25,3,5,8,12:05,93,4,-6
Boyd,Travis,27,"6'0""",190,Vancouver Canucks,VAN,10,0,0,0,11:11,7,0,-4
Luostarinen,Eetu,22,"6'3""",183,Florida Panthers,FLA,44,3,5,8,13:08,55,12,-11
Helm,Darren,33,"6'0""",196,Detroit Red Wings,DET,45,3,5,8,14:36,38,10,-4
Anisimov,Artem,32,"6'4""",198,Ottawa Senators,OTT,18,2,6,8,11:56,8,2,1
Gauthier,Julien,23,"6'4""",225,New York Rangers,NYR,30,2,6,8,9:38,56,14,-6
Geekie,Morgan,22,"6'3""",192,Carolina Hurricanes,CAR,33,2,6,8,9:36,27,8,0
Di Giuseppe,Phil,27,"6'0""",192,New York Rangers,NYR,29,1,7,8,11:01,76,13,2
Caggiula,Drake,26,"5'10""",176,Buffalo Sabres,BUF,9,0,1,1,12:03,14,4,-6
Bertuzzi,Tyler,25,"6'1""",198,Detroit Red Wings,DET,9,5,2,7,19:36,13,4,0
Nieto,Matthew,28,"5'11""",190,San Jose Sharks,SJS,28,5,2,7,13:59,25,4,-5
Leivo,Josh,27,"6'2""",192,Calgary Flames,CGY,36,5,2,7,10:36,32,10,-5
Vesey,Jimmy,27,"6'3""",198,Vancouver Canucks,VAN,11,0,0,0,16:04,11,0,-7
Rieder,Tobias,27,"5'11""",185,Buffalo Sabres,BUF,44,5,2,7,12:14,21,2,-9
Neal,James,33,"6'3""",212,Edmonton Oilers,EDM,24,4,3,7,12:02,22,7,0
Boqvist,Jesper,22,"6'0""",181,New Jersey Devils,NJD,25,4,3,7,10:50,15,2,-5
Svechnikov,Evgeny,24,"6'3""",207,Detroit Red Wings,DET,20,3,4,7,11:41,20,10,-3
Eakin,Cody,29,"6'0""",190,Buffalo Sabres,BUF,46,3,4,7,12:56,33,14,-9
Barabanov,Alexander,26,"5'10""",196,San Jose Sharks,SJS,6,2,4,6,17:26,2,2,4
Nash,Riley,31,"6'2""",185,Columbus Blue Jackets,CBJ,37,2,5,7,12:35,33,4,-1
Lorentz,Steven,24,"6'4""",205,Carolina Hurricanes,CAR,42,2,5,7,10:15,46,8,2
Howden,Brett,22,"6'3""",194,New York Rangers,NYR,42,1,6,7,12:33,57,11,-2
Ruotsalainen,Arttu,23,"5'8""",181,Buffalo Sabres,BUF,15,5,1,6,14:17,15,6,-7
Gregor,Noah,22,"6'0""",174,San Jose Sharks,SJS,27,5,1,6,11:28,42,6,-14
Formenton,Alex,21,"6'3""",190,Ottawa Senators,OTT,18,4,2,6,12:06,23,6,5
Clifford,Kyle,29,"6'2""",212,St. Louis Blues,STL,45,4,2,6,9:33,57,30,-5
Connolly,Brett,28,"6'3""",194,Chicago Blackhawks,CHI,9,1,1,2,11:31,18,2,-1
Carrick,Sam,28,"6'0""",205,Anaheim Ducks,ANA,11,2,4,6,13:11,25,28,4
Gaudreau,Frederick,27,"6'0""",185,Pittsburgh Penguins,PIT,17,2,4,6,13:06,9,2,5
Stepan,Derek,30,"6'0""",196,Ottawa Senators,OTT,20,1,5,6,15:03,25,8,-6
Nielsen,Frans,36,"6'1""",187,Detroit Red Wings,DET,29,1,5,6,12:08,23,0,-3
Komarov,Leo,33,"5'11""",209,New York Islanders,NYI,31,1,5,6,12:45,74,11,7
Rowney,Carter,31,"6'2""",205,Anaheim Ducks,ANA,19,0,6,6,14:16,45,2,-2
Lafferty,Sam,25,"6'1""",185,Pittsburgh Penguins,PIT,34,0,6,6,9:46,89,25,-6
Virtanen,Jake,24,"6'1""",227,Vancouver Canucks,VAN,38,5,0,5,12:15,83,41,-4
Brooks,Adam,24,"5'10""",181,Toronto Maple Leafs,TOR,9,4,1,5,10:18,12,0,5
Jeannot,Tanner,23,"6'2""",216,Nashville Predators,NSH,13,4,1,5,11:39,45,2,4
Frederic,Trent,22,"6'2""",201,Boston Bruins,BOS,39,4,1,5,11:17,57,55,-5
Carpenter,Ryan,29,"6'0""",201,Chicago Blackhawks,CHI,40,4,1,5,12:41,78,19,-10
Bemström,Emil,21,"6'0""",190,Columbus Blue Jackets,CBJ,18,3,2,5,12:40,15,0,3
O'Connor,Logan,24,"6'0""",174,Colorado Avalanche,COL,22,3,2,5,10:56,29,6,6
Dellandrea,Ty,20,"6'1""",190,Dallas Stars,DAL,26,3,2,5,12:29,47,23,0
Ritchie,Brett,27,"6'3""",220,Calgary Flames,CGY,27,3,2,5,11:37,91,20,-8
Olivier,Mathieu,23,"6'2""",209,Nashville Predators,NSH,29,3,2,5,10:50,61,68,-2
Turris,Kyle,31,"6'1""",190,Edmonton Oilers,EDM,26,2,3,5,12:11,15,10,-11
Kassian,Zack,29,"6'3""",212,Edmonton Oilers,EDM,27,2,3,5,11:51,73,15,-4
Hayden,John,25,"6'3""",216,Arizona Coyotes,ARI,28,2,3,5,9:41,84,37,-3
Wagner,Chris,29,"6'0""",198,Boston Bruins,BOS,39,2,3,5,11:32,71,24,-10
Thompson,Nate,36,"6'1""",214,Winnipeg Jets,WPG,40,2,3,5,9:27,54,4,4
Dowling,Justin,30,"5'10""",190,Dallas Stars,DAL,26,1,4,5,11:08,16,4,-4
Sörensen,Marcus,28,"5'11""",165,San Jose Sharks,SJS,29,1,4,5,12:05,22,16,-5
Beagle,Jay,35,"6'3""",209,Vancouver Canucks,VAN,30,1,4,5,12:31,34,8,-2
Reaves,Ryan,33,"6'2""",225,Vegas Golden Knights,VGK,37,1,4,5,9:55,141,27,0
Backes,David,36,"6'3""",216,Anaheim Ducks,ANA,15,3,1,4,12:44,31,4,-4
Andersson,Lias,22,"6'1""",190,Los Angeles Kings,LAK,18,3,1,4,11:23,7,6,-6
Zohorna,Radim,24,"6'6""",229,Pittsburgh Penguins,PIT,8,2,2,4,9:01,7,4,4
Shaw,Andrew,29,"5'11""",183,Chicago Blackhawks,CHI,14,2,2,4,15:06,20,6,-5
Angello,Anthony,24,"6'5""",209,Pittsburgh Penguins,PIT,19,2,2,4,7:59,51,8,4
Lomberg,Ryan,26,"5'10""",194,Florida Panthers,FLA,32,2,2,4,9:46,85,36,-3
Pinto,Shane,20,"6'2""",192,Ottawa Senators,OTT,9,1,3,4,11:47,9,4,3
Smith,Givani,22,"6'2""",220,Detroit Red Wings,DET,15,1,3,4,10:23,26,21,-4
Dal,Michael,24,"6'3""",205,New York Islanders,NYI,26,1,3,4,11:54,32,4,1
Roussel,Antoine,31,"6'0""",201,Vancouver Canucks,VAN,35,1,3,4,11:30,63,37,4
Nordström,Joakim,28,"6'1""",190,Calgary Flames,CGY,40,1,3,4,11:15,85,6,-1
Denisenko,Grigory,20,"5'11""",176,Florida Panthers,FLA,6,0,4,4,11:45,11,2,0
Bellows,Kieffer,22,"6'1""",194,New York Islanders,NYI,14,3,0,3,11:01,36,4,0
Lammikko,Juho,24,"6'2""",207,Florida Panthers,FLA,43,3,0,3,10:41,47,10,-10
Allison,Wade,23,"6'2""",205,Philadelphia Flyers,PHI,11,2,1,3,12:51,26,4,0
Dalpe,Zac,31,"6'2""",194,Columbus Blue Jackets,CBJ,12,2,1,3,10:37,11,0,-2
Hayton,Barrett,20,"6'1""",192,Arizona Coyotes,ARI,14,2,1,3,11:29,15,0,-1
Haas,Gaetan,28,"6'0""",181,Edmonton Oilers,EDM,33,2,1,3,11:18,31,10,-6
Fogarty,Steven,27,"6'3""",207,Buffalo Sabres,BUF,9,1,2,3,11:43,4,8,2
Pederson,Lane,23,"6'0""",190,Arizona Coyotes,ARI,13,1,2,3,11:06,38,0,-3
Richardson,Brad,35,"6'0""",190,Nashville Predators,NSH,15,1,2,3,12:11,14,4,-1
Kravtsov,Vitaly,21,"6'3""",190,New York Rangers,NYR,18,1,2,3,11:58,7,4,-4
Studnicka,Jack,21,"6'1""",174,Boston Bruins,BOS,19,1,2,3,12:33,7,0,-3
Smith,Gemel,26,"5'11""",194,Tampa Bay Lightning,TBL,4,0,3,3,9:41,4,9,3
O'Brien,Liam,26,"6'1""",216,Colorado Avalanche,COL,12,0,3,3,6:34,28,40,1
Bishop,Clark,24,"6'1""",198,Ottawa Senators,OTT,13,0,3,3,9:28,23,4,2
Calvert,Matt,31,"5'11""",185,Colorado Avalanche,COL,18,0,3,3,13:48,12,6,-2
Wallmark,Lucas,25,"6'0""",176,Florida Panthers,FLA,4,0,0,0,10:31,5,0,-2
Foudy,Liam,20,"6'2""",183,Columbus Blue Jackets,CBJ,22,0,3,3,12:25,11,6,0
Amadio,Mike,24,"6'1""",205,Ottawa Senators,OTT,5,0,1,1,12:59,6,2,2
Seguin,Tyler,28,"6'1""",201,Dallas Stars,DAL,2,2,0,2,17:34,6,0,0
Caufield,Cole,19,"5'7""",163,Montreal Canadiens,MTL,6,2,0,2,13:13,1,0,0
McCormick,Max,28,"5'11""",187,Carolina Hurricanes,CAR,9,2,0,2,6:46,14,2,2
L'Esperance,Joel,25,"6'2""",209,Dallas Stars,DAL,12,2,0,2,9:25,16,2,-2
Barre-Boulet,Alex,23,"5'9""",172,Tampa Bay Lightning,TBL,13,2,0,2,15:20,7,0,2
Kuhlman,Karson,25,"5'11""",185,Boston Bruins,BOS,17,2,0,2,10:29,21,0,-4
Foote,Nolan,20,"6'4""",201,New Jersey Devils,NJD,3,1,1,2,8:59,3,0,-1
Kellman,Joel,26,"5'11""",192,San Jose Sharks,SJS,7,1,1,2,10:40,5,6,-1
Studenic,Marian,22,"6'1""",179,New Jersey Devils,NJD,7,1,1,2,10:48,11,4,-2
Heponiemi,Aleksi,21,"5'10""",154,Florida Panthers,FLA,7,1,1,2,11:23,0,2,0
MacEachern,MacKenzie,26,"6'2""",190,St. Louis Blues,STL,18,1,1,2,9:26,29,4,3
Hawryluk,Jayce,24,"5'11""",185,Vancouver Canucks,VAN,21,1,1,2,9:37,37,9,-4
Gardner,Rhett,24,"6'3""",225,Dallas Stars,DAL,27,1,1,2,9:51,47,8,-8
MacEwen,Zack,24,"6'4""",212,Vancouver Canucks,VAN,28,1,1,2,8:19,56,31,-2
Sgarbossa,Michael,28,"6'0""",185,Washington Capitals,WSH,5,0,2,2,9:47,1,0,2
Hirose,Taro,24,"5'10""",161,Detroit Red Wings,DET,6,0,2,2,14:22,1,0,2
Russell,Patrick,27,"6'1""",205,Edmonton Oilers,EDM,7,0,2,2,10:39,13,0,1
Pitlick,Rem,23,"5'11""",203,Nashville Predators,NSH,9,0,2,2,11:04,8,4,3
Sherwood,Kiefer,25,"6'0""",194,Colorado Avalanche,COL,12,0,2,2,8:25,28,0,2
Rau,Kyle,28,"5'8""",172,Minnesota Wild,MIN,13,0,2,2,9:18,18,7,-1
Highmore,Matthew,24,"5'11""",187,Vancouver Canucks,VAN,9,0,0,0,14:13,14,2,-2
Kaliyev,Arthur,19,"6'2""",190,Los Angeles Kings,LAK,1,1,0,1,14:42,0,0,-1
Barron,Morgan,22,"6'4""",220,New York Rangers,NYR,3,1,0,1,13:33,7,0,-2
McKegg,Greg,28,"6'0""",192,Boston Bruins,BOS,4,1,0,1,9:01,7,2,-2
Brodzinski,Jonny,27,"6'1""",216,New York Rangers,NYR,4,1,0,1,10:55,3,4,0
Blichfeld,Joachim,22,"6'2""",181,San Jose Sharks,SJS,5,1,0,1,8:41,2,12,-2
Hardman,Mike,21,"6'3""",190,Chicago Blackhawks,CHI,5,1,0,1,10:30,20,0,-1
Froese,Byron,29,"6'1""",205,Calgary Flames,CGY,6,1,0,1,8:17,8,2,1
Händemark,Fredrik,27,"6'4""",209,San Jose Sharks,SJS,8,1,0,1,9:27,14,2,-3
Walker,Nathan,26,"5'9""",185,St. Louis Blues,STL,8,1,0,1,13:29,14,2,-4
Blidh,Anton,25,"6'0""",201,Boston Bruins,BOS,9,1,0,1,10:19,22,6,-4
Joshua,Dakota,24,"6'2""",198,St. Louis Blues,STL,11,1,0,1,8:43,19,5,-3
Luff,Matt,23,"6'3""",194,Los Angeles Kings,LAK,12,1,0,1,10:19,7,5,-3
Johnson,Luke,26,"6'0""",179,Minnesota Wild,MIN,13,1,0,1,9:50,25,5,-5
Matteau,Stefan,26,"6'2""",220,Columbus Blue Jackets,CBJ,17,1,0,1,10:49,35,9,-4
Bromé,Mathias,26,"6'0""",183,Detroit Red Wings,DET,24,1,0,1,13:32,17,8,-10
Malone,Sean,25,"6'0""",203,Nashville Predators,NSH,1,0,1,1,10:38,0,2,-1
Entwistle,MacKenzie,21,"6'3""",183,Chicago Blackhawks,CHI,2,0,1,1,8:03,4,0,1
Krebs,Peyton,19,"6'0""",187,Vegas Golden Knights,VGK,2,0,1,1,11:31,1,0,1
Agozzino,Andrew,29,"5'10""",187,Anaheim Ducks,ANA,3,0,1,1,12:10,6,0,0
Chmelevski,Alexander,21,"6'0""",185,San Jose Sharks,SJS,3,0,1,1,6:55,3,0,-1
Cramarossa,Joseph,28,"6'0""",194,Minnesota Wild,MIN,4,0,1,1,10:46,10,15,-1
Mayhew,Gerald,28,"5'10""",170,Minnesota Wild,MIN,4,0,1,1,11:44,7,0,1
Cates,Jackson,23,"6'0""",190,Philadelphia Flyers,PHI,4,0,1,1,10:36,0,0,-3
Carr,Daniel,29,"6'0""",194,Washington Capitals,WSH,5,0,1,1,10:06,9,2,-2
Peca,Matthew,27,"5'9""",179,Ottawa Senators,OTT,5,0,1,1,8:53,9,0,1
Stephens,Mitchell,23,"6'0""",194,Tampa Bay Lightning,TBL,5,0,1,1,8:47,4,0,-4
Byfield,Quinton,18,"6'4""",216,Los Angeles Kings,LAK,5,0,1,1,15:09,3,2,1
True,Alexander,23,"6'5""",201,San Jose Sharks,SJS,6,0,1,1,10:02,3,6,0
Sherwood,Kole,23,"6'1""",198,Columbus Blue Jackets,CBJ,6,0,1,1,10:21,22,7,-2
Robertson,Nick,19,"5'9""",161,Toronto Maple Leafs,TOR,6,0,1,1,9:25,3,0,1
Thompson,Tyce,21,"6'1""",179,New Jersey Devils,NJD,6,0,1,1,8:26,5,0,-3
Eriksson,Loui,35,"6'2""",179,Vancouver Canucks,VAN,7,0,1,1,9:34,1,2,-3
Gerbe,Nathan,33,"5'4""",176,Columbus Blue Jackets,CBJ,7,0,1,1,11:12,8,2,-2
Petan,Nic,25,"5'9""",179,Toronto Maple Leafs,TOR,7,0,1,1,10:16,6,4,-2
Jurco,Tomas,28,"6'2""",187,Vegas Golden Knights,VGK,8,0,1,1,8:57,4,0,0
Johnston,Ross,26,"6'5""",236,New York Islanders,NYI,10,0,1,1,8:32,35,35,-3
O'Connor,Drew,22,"6'3""",201,Pittsburgh Penguins,PIT,10,0,1,1,8:57,6,2,-2
Vesalainen,Kristian,21,"6'4""",227,Winnipeg Jets,WPG,12,0,1,1,8:41,8,0,0
de Leo,Jacob,25,"6'3""",216,St. Louis Blues,STL,13,0,1,1,10:11,22,7,-2
Bunnaman,Connor,22,"6'3""",214,Philadelphia Flyers,PHI,18,0,1,1,11:33,31,2,-6
Harkins,Jansen,23,"6'2""",194,Winnipeg Jets,WPG,23,0,1,1,8:14,10,4,-2
Caamano,Nicholas,22,"6'3""",201,Dallas Stars,DAL,24,0,1,1,9:20,41,17,-7
Pirri,Brandon,29,"6'1""",181,Chicago Blackhawks,CHI,1,0,0,0,11:29,0,0,-2
Lindholm,Pär,29,"6'3""",198,Boston Bruins,BOS,1,0,0,0,12:55,0,0,0
Frk,Martin,27,"6'1""",205,Los Angeles Kings,LAK,1,0,0,0,9:21,1,0,-1
Timashov,Dmytro,24,"5'10""",192,New York Islanders,NYI,1,0,0,0,7:13,2,0,-2
Sabourin,Scott,28,"6'3""",207,Toronto Maple Leafs,TOR,1,0,0,0,4:29,3,5,0
Agostino,Kenny,28,"6'0""",205,Toronto Maple Leafs,TOR,1,0,0,0,4:08,0,0,0
Dea,Jean-Sebastien,26,"5'11""",174,Buffalo Sabres,BUF,1,0,0,0,5:33,0,2,-1
Kase,David,23,"5'11""",170,Philadelphia Flyers,PHI,1,0,0,0,10:58,0,0,0
Chlapik,Filip,23,"6'2""",194,Ottawa Senators,OTT,1,0,0,0,7:11,1,0,1
de Leo,Chase,25,"5'10""",185,Anaheim Ducks,ANA,1,0,0,0,13:26,1,0,-2
Abramov,Vitaly,22,"5'10""",181,Ottawa Senators,OTT,1,0,0,0,9:38,0,0,0
Currie,Josh,28,"5'11""",190,Pittsburgh Penguins,PIT,1,0,0,0,7:24,0,0,0
Maillet,Philippe,28,"5'10""",185,Washington Capitals,WSH,1,0,0,0,8:02,1,0,0
Chekhovich,Ivan,21,"5'10""",181,San Jose Sharks,SJS,1,0,0,0,10:55,0,0,0
Anderson,Joey,22,"5'11""",203,Toronto Maple Leafs,TOR,1,0,0,0,9:36,0,2,1
Greer,A.J.,24,"6'3""",209,New Jersey Devils,NJD,1,0,0,0,8:33,0,7,0
Smith,C.J.,26,"5'11""",181,Buffalo Sabres,BUF,1,0,0,0,7:57,3,0,0
McMichael,Connor,19,"6'0""",181,Washington Capitals,WSH,1,0,0,0,9:54,0,2,0
Smith,Cole,25,"6'3""",194,Nashville Predators,NSH,1,0,0,0,5:57,0,0,0
Newhook,Alex,19,"5'10""",190,Colorado Avalanche,COL,1,0,0,0,13:20,0,0,1
Gauthier,Frederik,25,"6'5""",236,Arizona Coyotes,ARI,2,0,0,0,6:44,1,2,0
Kase,Ondrej,25,"6'0""",190,Boston Bruins,BOS,2,0,0,0,9:21,0,0,0
Steen,Oskar,22,"5'9""",192,Boston Bruins,BOS,2,0,0,0,11:36,5,2,0
Frost,Morgan,21,"6'0""",181,Philadelphia Flyers,PHI,2,0,0,0,10:14,0,0,0
